ID,Trees,Trees_Producing,,
H1469,600,,,
H1470,10,100,,
H1471,24,24,,
H1472,31,12,,
H1473,35,35,,
H1474,35,35,,
H1475,40,40,,
H1476,40,40,,
H1477,41,41,,
H1478,45,45,,
H1479,48,48,,
H1480,60,60,,
H1481,60,60,,
H1482,60,,,
H1483,63,,,
H1484,63,63,,
H1485,63,63,,
H1486,72,,,
H1487,88,88,,
H1488,90,7,,
H1489,100,,,
H1490,120,120,,
H1491,120,,,
H1492,121,161,,
H1493,134,,,
H1494,150,150,,
H1495,150,150,,
H1496,192,105,,
H1497,200,,,
H1498,215,215,,
H1499,220,220,,
H1500,250,,,
H1501,250,120,,
H1502,281,281,,
H1503,350,102,,
H1504,350,,,
H1505,353,263,,
H1506,375,,,
H1507,411,411,,
H1508,540,,,
H1509,300,300,,
H1510,12,12,,
H1511,12,,,
H1512,19,14,,
H1513,15,,,
H1514,21,21,,
H1515,28,28,,
H1516,42,,,
H1517,55,55,,
H1518,60,60,,
H1519,75,75,,
H1520,84,84,,
H1521,87,87,,
H1522,97,97,,
H1523,99,99,,
H1524,112,112,,
H1525,120,,,
H1526,120,195,,
H1527,121,,,
H1528,135,,,
H1529,150,150,,
H1530,159,159,,
H1531,180,180,,
H1532,200,,,
H1533,225,225,,
H1534,236,236,,
H1535,250,250,,
H1536,300,300,,
H1537,320,220,,
H1538,350,375,,
H1539,376,,,
H1540,509,220,,
H1541,509,509,,
H1542,362,362,,
H1543,18,18,,
H1545,32,32,,
H1546,35,35,,
H1547,40,40,,
H1548,42,42,,
H1549,43,,,
H1550,50,50,,
H1551,60,60,,
H1552,63,,,
H1553,83,83,,
H1554,84,84,,
H1555,84,84,,
H1556,86,86,,
H1557,90,90,,
H1558,90,90,,
H1559,109,,,
H1560,110,110,,
H1561,110,110,,
H1562,114,,,
H1563,114,,,
H1564,114,114,,
H1565,120,,,
H1566,160,76,,
H1567,162,162,,
H1568,162,,,
H1569,180,180,,
H1570,200,,,
H1571,200,91,,
H1572,200,,,
H1573,227,227,,
H1574,282,282,,
H1575,342,,,
H1576,350,70,,
H1577,400,200,,
H1578,500,200,,
H1579,600,300,,
H1580,837,837,,
H1581,250,250,,
H1582,0,,,
H1583,36,,,
H1584,36,,,
H1585,38,,,
H1586,42,,,
H1587,45,,,
H1588,46,46,,
H1589,51,51,,
H1590,70,70,,
H1591,96,96,,
H1592,116,,,
H1593,133,133,,
H1594,139,,,
H1595,221,,,
H1596,300,76,,
H1597,303,,,
H1598,3,,,
H1599,3,53,,
H1603,12,,,
H1605,28,28,,
H1606,28,28,,
H1607,29,29,,
H1608,41,,,
H1609,48,48,,
H1610,48,,,
H1611,48,48,,
H1612,48,48,,
H1613,50,50,,
H1614,57,,,
H1615,58,58,,
H1616,59,,,
H1617,60,60,,
H1618,60,,,
H1619,73,73,,
H1620,88,88,,
H1621,102,102,,
H1622,107,107,,
H1623,120,120,,
H1624,132,132,,
H1625,152,,,
H1626,186,186,,
H1627,190,,,
H1628,203,,,
H1629,250,100,,
H1630,250,250,,
H1631,250,130,,
H1632,250,,,
H1633,252,252,,
H1634,258,258,,
H1635,300,,,
H1636,310,,,
H1637,347,347,,
H1638,457,457,,
H1639,800,600,,
H1640,100,,,
H1641,100,,,
H1642,100,,,
H1643,120,,,
H1644,120,,,
H1645,170,,,
H1646,200,,,
H1647,200,,,
H1648,228,,,
H1649,250,,,
H1650,300,,,
H1651,400,,,
H1652,420,,,
H1653,500,,,
H1654,600,,,
H1655,900,,,
H1656,80,,,
H1657,400,400,,
H1658,280,,,
H1659,280,,,
H1660,300,,,
H1661,350,,,
H1662,350,,,
H1663,350,,,
H1664,400,,,
H1665,400,,,
H1666,400,,,
H1667,410,,,
H1668,1000,,,
H1669,300,120,,
H1670,450,450,,
H1671,750,750,,
H1672,500,450,,
H1673,1240,640,,
H1674,750,150,,
H1675,850,850,,
H1676,350,250,,
H1677,350,350,,
H1678,485,485,,
H1679,50,50,,
H1680,600,377,,
H1681,678,678,,
H1682,1200,1200,,
H1683,800,780,,
H1684,900,900,,
H1685,1400,1400,,
H1686,1500,1500,,
H1687,300,300,,
H1688,300,150,,
H1689,45,45,,
H1690,690,690,,
H1691,450,450,,
H1692,450,450,,
H1693,50,35,,
H1694,800,,,
H1695,800,278,,
H1696,1500,1000,,
H1697,550,550,,
H1698,650,650,,
H1699,400,25,,
H1700,450,150,,
H1701,540,540,,
H1702,600,600,,
H1703,750,750,,
H1704,800,800,,
H1705,1200,470,,
H1706,350,,,
H1707,500,250,,
H1708,600,300,,
H1709,700,180,,
H1710,2000,2000,,
H1711,100,100,,
H1712,160,160,,
H1713,150,50,,
H1714,200,100,,
H1715,250,100,,
H1716,280,,,
H1717,400,,,
H1718,400,120,,
H1719,420,420,,
H1720,430,200,,
H1721,450,,,
H1722,700,700,,
H1723,750,250,,
H1724,800,300,,
H1725,300,150,,
H1726,1200,352,,
H1727,1400,800,,
H1728,500,500,,
H1729,100,100,,
H1730,250,,,
H1731,300,,,
H1732,350,350,,
H1733,360,360,,
H1734,450,450,,
H1735,450,450,,
H1736,450,,,
H1737,500,,,
H1738,750,750,,
H1739,1800,1800,,
H1740,1500,1000,,
H1741,900,700,,
H1742,250,150,,
H1743,500,200,,
H1744,1200,500,,
H1745,1000,250,,
H1746,215,200,,
H1747,300,150,,
H1748,350,300,,
H1749,650,650,,
H1750,80,80,,
H1751,600,100,,
H1752,750,300,,
H1753,200,,,
H1754,220,,,
H1755,300,250,,
H1756,400,100,,
H1757,420,400,,
H1758,500,400,,
H1759,600,400,,
H1760,700,700,,
H1761,750,200,,
H1762,1850,1000,,
H1763,1000,1000,,
H1764,1500,1500,,
H1765,130,60,,
H1766,200,100,,
H1767,210,80,,
H1768,372,350,,
H1769,500,500,,
H1770,470,320,,
H1771,650,150,,
H1772,1500,1500,,
H1773,1500,350,,
H1774,1630,1620,,
H1775,2975,2500,,
H1776,3000,3000,,
H1777,3000,2000,,
H1778,3200,2500,,
H1779,5000,1200,,
H1780,150,,,
H1781,200,,,
H1782,200,,,
H1783,300,,,
H1784,300,,,
H1785,600,,,
H1786,750,,,
H1787,1000,,,
H1788,1000,,,
H1789,2500,,,
H1790,100,,,
H1791,300,700,,
H1792,300,,,
H1793,620,620,,
H1794,350,,,
H1795,350,,,
H1796,400,,,
H1797,400,,,
H1798,900,900,,
H1799,500,,,
H1800,500,,,
H1801,500,,,
H1802,500,,,
H1803,880,880,,
H1804,500,,,
H1805,500,,,
H1806,600,510,,
H1807,800,2000,,
H1808,900,,,
H1809,850,850,,
H1810,1230,1230,,
H1811,1800,1800,,
H1812,1200,1200,,
H1813,500,500,,
H1814,800,150,,
H1815,1000,200,,
H1816,2400,800,,
H1817,100,100,,
H1818,200,200,,
H1819,350,300,,
H1820,300,50,,
H1821,380,100,,
H1822,500,500,,
H1823,500,300,,
H1824,2000,1200,,
H1825,200,200,,
H1826,300,300,,
H1827,400,300,,
H1828,700,700,,
H1829,800,800,,
H1830,50,50,,
H1831,500,150,,
H1832,500,50,,
H1833,1500,1100,,
H1834,600,400,,
H1835,600,300,,
H1836,600,600,,
H1837,600,600,,
H1838,800,800,,
H1839,850,800,,
H1840,1200,500,,
H1841,1500,1000,,
H1842,60,60,,
H1843,140,100,,
H1844,380,200,,
H1845,400,300,,
H1846,450,300,,
H1847,582,400,,
H1848,700,200,,
H1849,1100,300,,
H1850,5130,2000,,
H1851,220,185,,
H1852,52,52,,
H1853,400,300,,
H1854,670,200,,
H1855,750,750,,
H1856,1800,1800,,
H1857,3800,2200,,
H1858,300,0,,
H1859,500,500,,
H1860,48,48,,
H1861,35,35,,
H1862,800,450,,
H1863,800,800,,
H1864,900,570,,
H1865,250,250,,
H1866,2500,600,,
H1867,3000,2000,,
H1868,200,,,
H1869,250,,,
H1870,500,500,,
H1871,400,,,
H1872,500,,,
H1873,500,120,,
H1874,62,62,,
H1875,700,850,,
H1876,800,350,,
H1877,1200,1200,,
H1878,400,400,,
H1879,3000,3500,,
H1880,4000,4000,,
H1881,1500,900,,
H1882,300,60,,
H1883,350,120,,
H1884,450,450,,
H1885,450,,,
H1886,600,350,,
H1887,750,750,,
H1888,512,512,,
H1889,600,300,,
H1890,650,650,,
H1891,350,200,,
H1892,400,100,,
H1893,200,200,,
H1894,200,100,,
H1895,600,230,,
H1896,600,400,,
H1897,600,200,,
H1898,750,100,,
H1899,750,750,,
H1900,150,100,,
H1901,190,400,,
H1902,200,100,,
H1903,200,100,,
H1904,220,150,,
H1905,300,100,,
H1906,600,600,,
H1907,320,220,,
H1908,400,400,,
H1909,400,100,,
H1910,450,105,,
H1911,510,510,,
H1912,450,400,,
H1913,500,150,,
H1914,600,600,,
H1915,600,400,,
H1916,600,236,,
H1917,700,200,,
H1918,700,150,,
H1919,700,300,,
H1920,750,750,,
H1921,1200,1200,,
H1922,1200,1200,,
H1923,1200,1200,,
H1924,1300,852,,
H1925,2000,400,,
H1926,200,200,,
H1927,350,,,
H1928,400,450,,
H1929,40,40,,
H1930,850,850,,
H1931,1000,540,,
H1932,400,,,
H1933,400,,,
H1934,500,,,
H1935,600,700,,
H1936,600,600,,
H1937,700,700,,
H1938,800,800,,
H1939,800,200,,
H1940,850,200,,
H1941,900,640,,
H1942,900,700,,
H1943,1000,550,,
H1944,1200,650,,
H1945,840,840,,
H1946,6000,4500,,
H1947,100,100,,
H1948,50,50,,
H1949,240,,,
H1950,380,380,,
H1951,40,37,,
H1952,470,370,,
H1953,1500,1500,,
H1954,70,70,,
H1955,1600,950,,
H1956,2000,2000,,
H1957,540,1200,,
H1958,750,90,,
H1959,2000,2000,,
H1960,800,800,,
H1961,1800,,,
H1962,1500,,,
H1963,300,217,,
H1965,200,200,,
H1966,450,450,,
H1967,250,250,,
H1968,300,,,
H1969,300,,,
H1970,300,300,,
H1971,300,,,
H1972,850,700,,
H1973,300,300,,
H1974,300,,,
H1975,350,350,,
H1976,350,350,,
H1977,400,,,
H1978,400,,,
H1979,1000,1000,,
H1980,400,,,
H1981,500,500,,
H1982,500,500,,
H1983,1500,1000,,
H1984,500,200,,
H1985,500,,,
H1986,500,500,,
H1987,500,500,,
H1988,1500,1500,,
H1989,1200,1200,,
H1990,600,600,,
H1991,600,450,,
H1992,600,,,
H1993,600,600,,
H1995,800,,,
H1996,1000,1000,,
H1997,1500,1500,,
H1998,1200,1000,,
H1999,3500,2500,,
H2000,2000,,,
H2001,100,150,,
H2002,150,200,,
H2003,180,,,
H2004,135,135,,
H2005,250,120,,
H2006,250,50,,
H2007,300,150,,
H2008,300,140,,
H2009,350,250,,
H2010,360,,,
H2011,400,80,,
H2012,400,105,,
H2013,450,127,,
H2014,450,200,,
H2015,450,200,,
H2016,450,100,,
H2017,470,250,,
H2018,500,300,,
H2019,520,210,,
H2020,540,605,,
H2021,670,200,,
H2022,700,600,,
H2023,800,610,,
H2024,400,400,,
H2025,1000,800,,
H2026,1000,400,,
H2028,1200,550,,
H2029,1200,800,,
H2031,1500,400,,
H2032,1500,,,
H2033,1800,610,,
H2034,2500,1500,,
H2035,850,500,,
H2036,4000,200,,
H2037,300,,,
H2038,450,300,,
H2039,1000,500,,
H2040,320,275,,
H2041,500,300,,
H2042,500,380,,
H2043,600,,,
H2044,900,900,,
H2045,150,150,,
H2046,300,175,,
H2047,350,280,,
H2048,500,500,,
H2049,700,700,,
H2050,1400,1300,,
H2051,500,500,,
H2052,180,180,,
H2053,200,150,,
H2054,250,,,
H2055,300,300,,
H2056,280,200,,
H2057,600,400,,
H2058,300,200,,
H2059,350,800,,
H2060,350,180,,
H2061,400,300,,
H2062,400,400,,
H2063,2500,2000,,
H2064,150,120,,
H2065,200,100,,
H2066,200,200,,
H2067,200,150,,
H2068,300,200,,
H2069,300,120,,
H2070,300,350,,
H2071,400,150,,
H2072,400,200,,
H2073,450,400,,
H2074,800,800,,
H2075,800,700,,
H2076,1200,800,,
H2077,1500,1200,,
H2078,200,200,,
H2079,300,300,,
H2080,100,100,,
H2081,200,200,,
H2082,150,150,,
H2083,150,250,,
H2084,180,180,,
H2085,170,120,,
H2086,180,150,,
H2087,300,300,,
H2088,200,200,,
H2089,200,130,,
H2090,200,200,,
H2091,200,150,,
H2092,250,200,,
H2093,250,100,,
H2094,250,150,,
H2095,300,300,,
H2096,300,250,,
H2097,260,260,,
H2098,508,508,,
H2099,300,300,,
H2100,300,250,,
H2101,300,300,,
H2102,350,,,
H2103,350,500,,
H2104,400,150,,
H2105,450,450,,
H2106,400,250,,
H2107,450,300,,
H2108,500,250,,
H2109,600,600,,
H2110,600,250,,
H2111,850,800,,
H2112,1500,300,,
H2113,3000,3000,,
H2114,50,,,
H2115,100,,,
H2116,100,,,
H2117,100,,,
H2118,105,,,
H2119,120,,,
H2120,140,,,
H2121,160,,,
H2123,180,,,
H2124,180,,,
H2125,209,,,
H2126,230,,,
H2127,250,,,
H2128,250,,,
H2129,250,,,
H2130,260,,,
H2131,280,,,
H2132,300,,,
H2133,350,,,
H2134,350,,,
H2135,350,,,
H2136,370,,,
H2137,450,,,
H2138,500,,,
H2139,600,,,
H2140,600,,,
H2142,650,,,
H2143,760,,,
H2144,2000,,,
H2146,750,750,,
H2147,120,80,,
H2148,120,100,,
H2149,200,200,,
H2150,250,250,,
H2151,160,100,,
H2152,180,180,,
H2153,222,222,,
H2154,200,,,
H2155,200,100,,
H2156,220,200,,
H2157,250,100,,
H2158,250,250,,
H2159,300,100,,
H2160,520,520,,
H2161,300,100,,
H2162,600,600,,
H2163,300,250,,
H2164,300,,,
H2165,350,130,,
H2166,443,350,,
H2167,600,600,,
H2168,400,,,
H2169,450,450,,
H2170,600,600,,
H2171,750,500,,
H2172,560,,,
H2173,600,600,,
H2174,600,,,
H2176,1000,1000,,
H2177,1200,800,,
H2178,2000,2000,,
H2179,250,150,,
H2180,350,200,,
H2181,200,400,,
H2182,220,170,,
H2183,250,400,,
H2184,300,300,,
H2185,185,200,,
H2186,250,,,
H2187,250,200,,
H2188,350,350,,
H2189,250,250,,
H2190,300,300,,
H2191,300,200,,
H2192,300,300,,
H2193,300,200,,
H2194,300,,,
H2195,300,300,,
H2196,450,450,,
H2197,350,350,,
H2198,400,250,,
H2199,400,300,,
H2200,1200,1050,,
H2201,450,200,,
H2202,450,450,,
H2203,550,250,,
H2204,650,400,,
H2205,700,600,,
H2206,2000,2000,,
H2207,280,,,
H2208,350,350,,
H2209,400,400,,
H2210,350,300,,
H2211,400,400,,
H2212,450,300,,
H2213,460,250,,
H2214,520,300,,
H2215,800,1000,,
H2216,850,650,,
H2217,1200,800,,
H2218,800,800,,
H2219,200,200,,
H2220,100,100,,
H2221,50,250,,
H2222,150,150,,
H2223,150,150,,
H2224,100,100,,
H2225,300,300,,
H2226,150,200,,
H2227,175,400,,
H2228,200,200,,
H2229,903,800,,
H2230,200,,,
H2231,250,250,,
H2232,300,300,,
H2233,250,250,,
H2234,500,500,,
H2235,300,200,,
H2236,300,300,,
H2237,300,300,,
H2238,600,600,,
H2239,320,300,,
H2240,350,150,,
H2241,400,400,,
H2242,400,350,,
H2243,800,800,,
H2244,2000,2000,,
H2245,300,300,,
H2246,350,350,,
H2247,100,100,,
H2248,150,100,,
H2249,300,300,,
H2250,200,200,,
H2251,210,400,,
H2252,300,200,,
H2253,343,250,,
H2254,350,350,,
H2255,1200,1000,,
H2256,40,,,
H2257,50,50,,
H2258,50,50,,
H2259,60,60,,
H2260,60,,,
H2261,70,70,,
H2262,100,,,
H2263,120,,,
H2264,120,120,,
H2265,120,120,,
H2266,150,150,,
H2267,170,170,,
H2268,200,200,,
H2269,300,300,,
H2270,300,300,,
H2271,300,300,,
H2272,400,400,,
H2273,400,400,,
H2274,400,400,,
H2275,450,450,,
H2276,500,500,,
H2277,320,320,,
H2278,550,,,
H2279,734,,,
H2280,740,740,,
H2281,1200,1200,,
H2282,107,107,,
H2283,120,120,,
H2284,150,150,,
H2285,150,,,
H2286,250,250,,
H2287,300,300,,
H2288,300,300,,
H2289,400,400,,
H2290,500,500,,
H2291,400,400,,
H2292,100,100,,
H2293,120,,,
H2294,120,120,,
H2295,200,200,,
H2296,2700,2700,,
H2297,300,300,,
H2298,300,300,,
H2299,300,300,,
H2300,300,,,
H2301,300,300,,
H2302,400,400,,
H2303,400,400,,
H2304,450,450,,
H2305,480,480,,
H2306,500,500,,
H2307,500,500,,
H2308,500,500,,
H2309,500,500,,
H2310,500,,,
H2311,500,500,,
H2312,500,500,,
H2313,600,600,,
H2314,600,,,
H2315,700,,,
H2316,700,700,,
H2317,750,750,,
H2318,950,950,,
H2319,1000,,,
H2320,1000,1000,,
H2321,1000,1000,,
H2322,1247,1247,,
H2323,1250,,,
H2324,1250,1250,,
H2325,1520,1520,,
H2326,2000,2000,,
H2327,2057,2057,,
H2328,2100,2100,,
H2329,2500,2500,,
H2330,300,300,,
H2331,450,450,,
H2332,600,,,
H2333,700,,,
H2334,800,,,
H2335,900,900,,
H2336,1200,1200,,
H2337,150,,,
H2338,2000,2000,,
H2339,200,200,,
H2340,240,240,,
H2341,300,300,,
H2342,300,300,,
H2343,300,300,,
H2344,400,400,,
H2345,1400,1400,,
H2346,400,400,,
H2347,500,500,,
H2348,600,600,,
H2349,600,600,,
H2350,700,,,
H2351,700,700,,
H2352,250,250,,
H2353,800,800,,
H2354,800,800,,
H2355,800,800,,
H2356,1000,1000,,
H2357,1000,1000,,
H2358,1000,1000,,
H2359,1200,1200,,
H2360,1200,1200,,
H2361,1500,1500,,
H2362,2320,2320,,
H2363,2326,,,
H2364,2500,2500,,
H2365,50,50,,
H2366,300,300,,
H2367,200,200,,
H2368,500,500,,
H2369,200,150,,
H2370,200,200,,
H2371,300,300,,
H2372,1400,1400,,
H2373,800,800,,
H2374,400,400,,
H2375,1000,1000,,
H2376,1500,1500,,
H2377,500,500,,
H2378,500,500,,
H2379,1260,1000,,
H2380,600,600,,
H2381,600,600,,
H2382,600,600,,
H2383,600,600,,
H2384,600,1000,,
H2385,600,300,,
H2386,600,600,,
H2387,200,200,,
H2388,700,400,,
H2389,700,700,,
H2390,800,800,,
H2391,1000,1000,,
H2392,705,705,,
H2393,1100,1100,,
H2394,1200,1200,,
H2395,1200,800,,
H2396,1500,1000,,
H2397,1700,1700,,
H2398,2930,2930,,
H2399,2860,2860,,
H2400,2500,800,,
H2401,2500,2500,,
H2402,3200,2000,,
H2403,3500,3500,,
H2404,3500,3500,,
H2405,100,100,,
H2406,150,150,,
H2407,300,300,,
H2408,300,300,,
H2409,600,,,
H2410,700,,,
H2411,816,500,,
H2412,1700,,,
H2413,3000,3000,,
H2414,80,,,
H2415,150,,,
H2416,200,,,
H2417,300,,,
H2418,500,500,,
H2419,600,,,
H2420,650,,,
H2421,700,700,,
H2422,700,,,
H2423,975,975,,
H2424,750,,,
H2425,800,,,
H2426,1500,1500,,
H2427,2000,2000,,
H2428,2010,2010,,
H2429,3150,3150,,
H2430,3500,3500,,
H2431,1000,1000,,
H2432,80,80,,
H2433,350,350,,
H2434,400,,,
H2435,452,452,,
H2436,500,,,
H2437,600,600,,
H2438,700,700,,
H2439,750,750,,
H2440,900,900,,
H2441,1000,1000,,
H2442,1200,1200,,
H2443,1200,1200,,
H2444,100,100,,
H2445,102,,,
H2446,102,102,,
H2447,170,170,,
H2448,210,210,,
H2449,220,220,,
H2450,280,280,,
H2451,300,300,,
H2452,350,350,,
H2453,300,,,
H2454,300,300,,
H2455,300,300,,
H2456,300,300,,
H2457,350,,,
H2458,400,400,,
H2459,400,400,,
H2460,400,,,
H2461,500,500,,
H2462,500,500,,
H2463,500,500,,
H2464,500,500,,
H2465,700,700,,
H2466,800,800,,
H2467,800,,,
H2468,800,,,
H2469,973,973,,
H2470,1000,1000,,
H2471,1200,1200,,
H2472,1500,,,
H2473,1800,1800,,
H2474,2500,2500,,
H2475,3500,3500,,
H2476,3500,3500,,
H2477,4200,4200,,
H2478,4300,4300,,
H2479,1000,1000,,
H2480,150,150,,
H2481,180,180,,
H2482,200,200,,
H2483,200,200,,
H2484,342,342,,
H2485,500,500,,
H2486,700,700,,
H2487,700,,,
H2488,800,800,,
H2489,1500,,,
H2490,3550,3550,,
H2491,1050,1050,,
H2492,3500,3500,,
H2493,2000,2000,,
H2494,70,70,,
H2495,500,500,,
H2496,150,150,,
H2497,1800,1800,,
H2498,1300,1300,,
H2499,300,300,,
H2500,350,350,,
H2501,400,400,,
H2502,400,400,,
H2503,400,400,,
H2504,500,500,,
H2505,520,,,
H2506,600,600,,
H2507,700,700,,
H2508,700,700,,
H2509,700,,,
H2510,800,800,,
H2511,800,800,,
H2512,1000,1000,,
H2513,1000,,,
H2514,2500,2500,,
H2515,11040,11040,,
H2516,300,,,
H2517,500,500,,
H2518,500,500,,
H2519,1500,,,
H2520,2000,2000,,
H2521,85,85,,
H2522,150,100,,
H2523,150,150,,
H2524,200,250,,
H2525,250,1000,,
H2526,300,600,,
H2527,300,250,,
H2528,300,300,,
H2529,350,350,,
H2530,350,350,,
H2531,800,800,,
H2532,400,400,,
H2533,400,400,,
H2534,400,300,,
H2535,500,500,,
H2536,500,500,,
H2537,500,500,,
H2538,550,550,,
H2539,600,600,,
H2540,600,400,,
H2541,600,600,,
H2542,700,300,,
H2543,700,700,,
H2544,800,800,,
H2545,800,700,,
H2546,1000,1000,,
H2547,800,,,
H2548,900,,,
H2549,1000,1000,,
H2550,1000,1000,,
H2551,1100,1100,,
H2552,1200,650,,
H2553,1500,1500,,
H2554,1800,1800,,
H2555,3211,3211,,
H2556,2500,2500,,
H2557,3760,3760,,
H2558,5000,5000,,
H2559,1200,1200,,
H2560,50,50,,
H2561,60,50,,
H2562,100,300,,
H2563,200,200,,
H2564,300,300,,
H2565,300,300,,
H2566,300,,,
H2567,300,300,,
H2568,375,375,,
H2569,350,350,,
H2570,450,300,,
H2571,500,500,,
H2572,500,500,,
H2573,500,500,,
H2574,500,700,,
H2575,500,350,,
H2576,500,500,,
H2577,560,500,,
H2578,1200,1200,,
H2579,600,756,,
H2580,600,600,,
H2581,700,700,,
H2582,700,520,,
H2583,700,700,,
H2584,750,310,,
H2585,800,800,,
H2586,800,800,,
H2587,800,800,,
H2588,900,300,,
H2589,1250,1250,,
H2590,750,619,,
H2591,1500,1500,,
H2592,1500,,,
H2593,3100,2400,,
H2594,2000,2000,,
H2595,2000,2000,,
H2596,2000,1500,,
H2597,2500,2500,,
H2598,3000,3000,,
H2599,3900,3500,,
H2600,100,100,,
H2601,200,200,,
H2602,200,200,,
H2603,230,,,
H2604,350,350,,
H2605,1100,1100,,
H2606,1800,1800,,
H2607,50,50,,
H2608,150,,,
H2609,150,150,,
H2610,350,350,,
H2611,350,350,,
H2612,350,350,,
H2613,380,,,
H2614,400,400,,
H2615,500,500,,
H2616,500,500,,
H2617,500,500,,
H2618,600,600,,
H2619,600,600,,
H2620,700,700,,
H2621,700,700,,
H2622,900,900,,
H2623,1200,,,
H2624,5000,5000,,
H2625,200,,,
H2626,220,220,,
H2627,240,240,,
H2628,300,300,,
H2629,300,300,,
H2630,300,300,,
H2631,300,300,,
H2632,300,300,,
H2633,400,400,,
H2634,570,570,,
H2635,1000,1000,,
H2636,200,200,,
H2637,350,350,,
H2638,400,400,,
H2639,700,700,,
H2640,80,80,,
H2641,150,150,,
H2642,150,150,,
H2643,200,200,,
H2644,2000,2000,,
H2645,342,342,,
H2646,380,380,,
H2647,450,450,,
H2648,500,500,,
H2649,600,600,,
H2650,952,952,,
H2651,600,600,,
H2652,704,704,,
H2653,800,800,,
H2654,2000,2000,,
H2655,1200,1200,,
H2656,1200,1200,,
H2657,2000,2000,,
H2658,3200,3200,,
H2659,300,300,,
H2660,500,500,,
H2661,600,600,,
H2662,700,700,,
H2663,820,820,,
H2664,1000,,,
H2665,2000,2000,,
H2666,200,200,,
H2667,270,270,,
H2668,300,300,,
H2669,500,500,,
H2670,500,500,,
H2671,500,500,,
H2672,600,600,,
H2673,1200,1200,,
H2674,1400,1400,,
H2675,1500,1500,,
H2676,1500,1500,,
H2677,870,870,,
H2678,300,300,,
H2679,144,80,,
H2680,150,150,,
H2681,60,60,,
H2682,80,600,,
H2683,100,100,,
H2684,150,150,,
H2685,150,,,
H2686,400,400,,
H2687,282,250,,
H2688,300,300,,
H2689,300,300,,
H2690,300,300,,
H2691,800,800,,
H2693,500,500,,
H2694,700,700,,
H2695,570,570,,
H2696,600,,,
H2697,800,800,,
H2698,150,,,
H2699,600,600,,
H2700,100,,,
H2701,250,,,
H2702,400,400,,
H2703,600,,,
H2704,800,,,
H2705,927,,,
H2706,1150,,,
H2707,1700,,,
H2708,120,120,,
H2709,250,,,
H2710,350,350,,
H2711,500,,,
H2712,500,,,
H2713,700,700,,
H2714,700,700,,
H2715,180,180,,
H2716,300,300,,
H2717,340,,,
H2718,600,,,
H2719,300,300,,
H2720,500,500,,
H2721,500,500,,
H2722,700,,,
H2723,700,700,,
H2725,800,800,,
H2726,2000,2000,,
H2727,1200,1200,,
H2728,1500,,,
H2729,3000,3000,,
H2730,150,150,,
H2731,150,150,,
H2732,154,154,,
H2733,600,600,,
H2734,300,300,,
H2735,400,,,
H2736,540,540,,
H2737,550,550,,
H2738,600,600,,
H2739,700,700,,
H2740,800,800,,
H2741,800,800,,
H2742,100,100,,
H2743,1500,1500,,
H2744,2000,2000,,
H2745,4763,4763,,
H2746,50,50,,
H2747,300,300,,
H2748,300,300,,
H2749,300,300,,
H2750,300,300,,
H2751,400,400,,
H2752,400,400,,
H2753,400,400,,
H2754,500,500,,
H2755,600,600,,
H2756,750,750,,
H2757,1600,600,,
H2758,1500,1500,,
H2759,32,,,
H2760,380,380,,
H2761,650,650,,
H2762,70,70,,
H2763,200,200,,
H2764,200,200,,
H2765,200,200,,
H2766,220,220,,
H2767,2004,2004,,
H2768,250,250,,
H2769,250,250,,
H2770,300,,,
H2771,300,300,,
H2772,300,300,,
H2773,800,800,,
H2774,350,,,
H2775,360,360,,
H2776,380,,,
H2777,400,400,,
H2778,400,400,,
H2779,400,400,,
H2780,450,450,,
H2781,500,500,,
H2782,700,500,,
H2783,580,,,
H2784,600,600,,
H2785,800,800,,
H2786,1200,1200,,
H2787,700,700,,
H2788,700,,,
H2789,800,800,,
H2790,800,800,,
H2791,850,850,,
H2792,872,872,,
H2793,1000,1000,,
H2794,3000,3000,,
H2795,1000,1000,,
H2796,2000,,,
H2797,220,220,,
H2798,1200,1200,,
H2799,30,,,
H2800,50,,,
H2801,80,,,
H2802,90,,,
H2803,100,,,
H2804,100,,,
H2805,180,180,,
H2806,200,,,
H2807,200,,,
H2808,250,,,
H2809,250,,,
H2810,300,,,
H2811,300,,,
H2812,300,,,
H2813,350,,,
H2814,400,,,
H2815,400,,,
H2816,500,500,,
H2817,500,500,,
H2818,500,500,,
H2819,600,,,
H2820,600,600,,
H2821,700,,,
H2822,810,,,
H2823,1300,,,
H2824,1400,,,
H2825,2000,,,
H2826,100,,,
H2827,170,170,,
H2828,130,130,,
H2829,730,,,
H2830,30,0,,
H2831,42,0,,
H2832,58,0,,
H2833,60,0,,
H2834,60,60,,
H2835,60,0,,
H2836,63,30,,
H2837,75,75,,
H2838,78,0,,
H2839,81,100,,
H2840,90,0,,
H2841,96,0,,
H2842,100,100,,
H2843,112,200,,
H2844,126,10,,
H2845,140,60,,
H2846,200,0,,
H2847,201,0,,
H2848,204,20,,
H2849,209,300,,
H2850,228,100,,
H2851,300,200,,
H2852,300,50,,
H2853,300,80,,
